Contrato;ProcessoContrato;AssinaturaContrato;ObjetoContrato;FavorecidoContrato;CPF/CNPJContrato;SituaçãoContrato;ValorContrato
000199/2017;003519/2017;10/08/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao Presencial nº 000023/2017;Distrimix Distribuidora de Medicamentos Ltda;01.417.694/0001-20;TERMINO DE PRAZO;1980
000198/2017;003518/2017;10/08/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao Presencial nº 000023/2017;Hospidrogas Comercio de Produtos Hospitalares Ltda;35.997.345/0001-46;TERMINO DE PRAZO;2012
000197/2017;003517/2017;10/08/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Costa Camargo Com. de Produtos Hospitalares Ltda;36.325.157/0001-34;TERMINO DE PRAZO;4560
000196/2017;003516/2017;10/08/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Dimaster Com. de Prod. Hosp. Ltda;02.520.829/0001-40;TERMINO DE PRAZO;1448
000195/2017;003530/2017;09/08/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO ESTIMADO DE MANUTENCAO PREVENTIVA E CORRETIVA E INSTALACAO DE ARES CONDICIONADOS DAS SECRETARIAS MUNICIPAIS, PELO PERIODO DE 12 MESES.;FAG. Com. e Serv. de Equip., maq., e moveis LTDA;12.322.473/0001-94;TERMINO DE PRAZO;98
000194/2017;003531/2017;09/08/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO ESTIMADO DE MANUTENCAO PREVENTIVA E CORRETIVA E INSTALACAO DE ARES CONDICIONADOS DAS SECRETARIAS MUNICIPAIS, PELO PERIODO DE 12 MESES.;Pedro Paulo Soares 94733597720;24.792.413/0001-14;TERMINO DE PRAZO;270
000193/2017;003504/2017;09/08/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO BASICOS E NAO CONSTANTES NA PADRONIZACAO MUNICIPAL, ESTADUAL E FEDERAL A SEREM DISTRIBUIDOS A PACIENTES CARENTES DESTE MUNICIPIO.;Binoti Comercio de Medicamentos Ltda ME;10.639.937/0001-65;TERMINO DE PRAZO;10000
000192/2017;002698/2017;09/08/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE CONSULTORIA,  ASSESSORIA E ORIENTACAO EM CONTABILIDADE APLICADA AO SETOR PUBLICO, PARA ATENDER AS DEMANDAS DA SECRETARIA MUNICIPAL DE FAZENDA (SETORES DE CONTABILIDADE, TESOURARIA E TRIBUT;Wsimon Consultoria Assessoria e informatica LTDA;09.261.527/0001-44;Vigente;117600
000191/2017;002776/2017;08/08/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE FORMA ESTIMADA DE LOCUCAO EM FESTEJOS E EVENTOS A SEREM REALIZADOS POR ESTE MUNICIPIO.;J. T. Teixeira - ME;25.131.930/0001-05;TERMINO DE PRAZO;7500
000190/2017;003607/2017;08/08/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE BANHEIROS QUIMICOS, VISANDO ATENDER AS FESTAS E EVENTOS PROMOVIDOS POR ESTA MUNICIPALIDADE, PELO PERIODO DE 12 MESES;Exata Eventos LTDA EPP;13.318.058/0003-91;TERMINO DE PRAZO;12720
000189/2017;003243/2017;07/08/2017;AQUISICAO ESTIMADA DE MATERIAL DE EXPEDIENTE, CONSIDERANDO A NECESSIDADE DE REPOSICAO DO ESTOQUE DO ALMOXARIFADO PARA ATENDIMENTO DAS DEMANDAS DESTA SECRETARIA.;Comercial Pecanha E Marques LTDA ME;02.386.081/0001-35;TERMINO DE PRAZO;258
000188/2017;003243/2017;07/08/2017;AQUISICAO ESTIMADA DE MATERIAL DE EXPEDIENTE, CONSIDERANDO A NECESSIDADE DE REPOSICAO DO ESTOQUE DO ALMOXARIFADO PARA ATENDIMENTO DAS DEMANDAS DESTA SECRETARIA.;Milhorato Industria de Confeccoes Eireli - ME;39.406.327/0001-01;TERMINO DE PRAZO;395,65
000187/2017;003243/2017;07/08/2017;AQUISICAO ESTIMADA DE MATERIAL DE EXPEDIENTE, CONSIDERANDO A NECESSIDADE DE REPOSICAO DO ESTOQUE DO ALMOXARIFADO PARA ATENDIMENTO DAS DEMANDAS DESTA SECRETARIA.;Real Comercio e Servicos em Geral Ltda ME;04.277.733/0001-29;TERMINO DE PRAZO;201,75
000186/2017;003243/2017;07/08/2017;PARA AQUISICAO ESTIMADA DE MATERIAL DE EXPEDIENTE, CONSIDERANDO A NECESSIDADE DE REPOSICAO DO ESTOQUE DO ALMOXARIFADO PARA ATENDIMENTO DAS DEMANDAS DESTA SECRETARIA.;Campos e Gomes Ltda ME;17.010.855/0001-04;TERMINO DE PRAZO;227,25
000185/2017;002155/2017;04/08/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE AFERICAO DE TACOGRAFOS DE VEICULOS DA SECRETARIA MUNICIPAL DE EDUCACAO, DESTINADOS AO TRANSPORTE ESCOLAR, conforme especificacoes contidas no Processo Administrativo n° 2155/2017;Tacografo Cachoeiro - Posto de E. Metrologico Ltda;23.557.688/0001-00;TERMINO DE PRAZO;6698,13
000184/2017;002544/2017;02/08/2017;"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE MAQUINA ESCAVADEIRA HIDRAULICA TIPO ""POKAN"" PARA ESCAVACAO DE FOSSO EM AREA LICENCIADA PELO IEMA, PARA DEPOSICAO DE LIXO SECO, RESULTANTE DA LIMPEZA DA CIDADE.";Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;6400
000183/2017;003024/2017;31/07/2017;CONTRATACAO DE SERVICOS DE DIVULGACAO EM CARRO DE SOM PARA ATENDER A SECRETARIA MUNICIPAL DE SAUDE;Jose Francisco Candido da Costa;17.469.506/0001-47;TERMINO DE PRAZO;1657,5
000182/2017;002711/2017;31/07/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DE OBRA DE PAVIMENTACAO NO BARRACAO DA PREFEITURA E DAS RUAS: JOAQUIM GONCALVES ALVES - BAIRRO CCPL, PROJETADA - BAIRRO PEDREGAL E PROJETADA - BAIRRO VILA CRUZEIRO, NO MUNICIPIO DE JERONIMO MONTEIRO;HIPER CONSTRUTORA LTDA - ME;17.078.216/0001-72;TERMINO DE PRAZO;143608,7
000181/2017;003288/2017;31/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;1665,3
000180/2017;003429/2017;31/07/2017;AQUISICAO DE VEICULOS 0KM, conforme especificacoes contidas no Edital de Pregao Presencial nº 000041/2017;Manupa Comercio de Equipamentos e Ferramentas Ltda;03.093.776/0001-91;TERMINO DE PRAZO;51250
000179/2017;003428/2017;31/07/2017;AQUISICAO DE VEICULOS 0KM., conforme especificacoes contidas no Edital de Pregao Presencial nº 000041/2017;Comercial de Veiculos Capixaba Ltda;30.570.022/0009-05;TERMINO DE PRAZO;143980
000178/2017;003337/2017;25/07/2017;CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE LINKS DE INTERNET PARA ATENDER AS NECESSIDADES DE TODAS AS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;MEGABYTE SERVICOS DE TELECOMUNICACAO LTDA ME;09.366.853/0001-16;Vigente;598,8
000177/2017;003398/2017;24/07/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE SERVICO DE BUFFET, PARA ATENDER AO EVENTO CONFERENCIA MUNICIPAL DE ASSISTENCIA SOCIAL, QUE OCORRERA NO DIA 26 DE JULHO DE 2017, NO SALAO PAROQUIAL JOSE LADEIRA CHAGAS, LOCALIZADO NA AV. DR. JOSE FA;SAVANA EVENTOS LTDA ME;04.264.973/0001-99;TERMINO DE PRAZO;4950
000176/2017;001891/2017;24/07/2017;CONTRATACAO DE EMPRESA PARA FORNECIMENTO ESTIMADO DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32, PARA ABASTECIMENTO DOS VEICULOS PERTENCENTES A ESTA MUNICIPALIDADE.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;34026
000175/2017;003346/2017;21/07/2017;CONTRATACAO DE SHOW MUSICAL PARA APRESENTACAO NAS FESTIVIDADES DA LOCALIDADE DE ORIENTE QUE ACONTECERA NO DIA 22 DE JULHO DO CORRENTE ANO;Mateus Rocha Ferreira 10426407776;24.321.156/0001-32;TERMINO DE PRAZO;4500
000174/2017;002729/2017;19/07/2017;CONTRATACAO DE SHOW MUSICAL PARA APRESENTACAO NA VII FESTA DA AMIZADE PROMOVIDA PELAS ESCOLAS DO MUNICIPIO QUE ACONTECERA NOS DIAS 28 E 29 DE JULHO.;Jose Carlos Fontes Magalhaes 08490636630;21.617.696/0001-70;TERMINO DE PRAZO;7500
000173/2017;002729/2017;19/07/2017;ONTRATACAO DE SHOW MUSICAL PARA APRESENTACAO NA VII FESTA DA AMIZADE PROMOVIDA PELAS ESCOLAS DO MUNICIPIO QUE ACONTECERA NOS DIAS 28 E 29 DE JULHO;WEMERSON ARAUJO FERREIRA ME;12.063.949/0001-10;TERMINO DE PRAZO;4700
000172/2017;003195/2017;14/07/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;TS FARMA DIST. EIRELI - EPP;21.189.554/0001-59;TERMINO DE PRAZO;5100
000171/2017;003159/2017;12/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;7240
000170/2017;003158/2017;12/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Auto Mecanica Uniao LTDA ME;07.274.203/0001-15;TERMINO DE PRAZO;6300
000169/2017;003160/2017;12/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;1841,58
000168/2017;002747/2017;07/07/2017;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS E ACESSORIOS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DO FUNDO MUNICIPAL DE SAUDE, NO PERIODO DE 12 MESES;J.de Paula Dias;08.979.039/0001-04;TERMINO DE PRAZO;11000
000167/2017;002747/2017;07/07/2017;CONTRATACAO DE EMPRESA FORNECEDORA DE PECAS E ACESSORIOS ORIGINAIS OU PARALELAS DE 1º LINHA, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA PREFEITURA, NO PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao Presencial nº 000013/;J.de Paula Dias;08.979.039/0001-04;TERMINO DE PRAZO;141604,44
000166/2017;001786/2017;07/07/2017;Contratacao de empresa especializada para prestacao de servicos de consultoria e orientacao tecnica profissional em gestao publica.;SUPREMA ASSESSORIA E CONSULTORIA LTDA - ME;10.537.639/0001-64;Vigente;114000
000165/2017;000946/2017;05/07/2017;Credenciamento de pessoas juridicas para Prestacao de Servico de Consulta Medica e atendimento de Fisioterapia para atender os usuarios do Sistema Unico de Saude;ABS Medicina LTDA ME;27.025.156/0001-83;TERMINO DE PRAZO;24000
000164/2017;000946/2017;05/07/2017;Credenciamento de pessoas juridicas para Prestacao de Servico de Consulta Medica e atendimento de Fisioterapia para atender os usuarios do Sistema Unico de Saude;CLINICA DE ULTRASSONOGRAFIA DR.PEDRO NAGIBE LTDA M;02.510.585/0002-04;TERMINO DE PRAZO;22500
000163/2017;000946/2017;05/07/2017;Credenciamento de pessoas juridicas para Prestacao de Servico de Consulta Medica e atendimento de Fisioterapia para atender os usuarios do Sistema Unico de Saude;Patrick Barbosa Martins ME;23.891.037/0001-52;TERMINO DE PRAZO;417300
000162/2017;003007/2017;04/07/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA DESENVOLVIMENTO DE OFICINAS EM DIVERSAS AREAS, A SEREM REALIZADAS NO CENTRO DE REFERENCIA E ASSISTENCIA SOCIAL (CRAS-JM), PELO PERIODO DE 12 MESES.;Marcos Belmonte ME;03.390.604/0001-80;TERMINO DE PRAZO;27498,24
000161/2017;002973/2017;04/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Claudemir S. Fernandes Retifica - ME;12.464.217/0001-31;TERMINO DE PRAZO;2294
000160/2017;002972/2017;04/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES;Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;4407
000159/2017;002832/2017;04/07/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;30867
000158/2017;002974/2017;29/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO ESTIMADO DE MANUTENCAO PREVENTIVA E CORRETIVA E INSTALACAO DE ARES CONDICIONADOS DAS SECRETARIAS MUNICIPAIS, PELO PERIODO DE 12 MESES.;Maria da penha carari da silva 06857090785;14.120.020/0001-00;TERMINO DE PRAZO;336
000157/2017;002840/2017;27/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE PALCO, SOM E ILUMINACAO, VISANDO ATENDER AS FESTAS E EVENTOS PROMOVIDOS POR ESTA MUNICIPALIDADE DURANTE O PERIODO DE 12 MESES.;Mais Sonorizacao EIRELI EPP;10.203.987/0001-03;TERMINO DE PRAZO;7760
000156/2017;002839/2017;27/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE BANHEIROS QUIMICOS, VISANDO ATENDER AS FESTAS E EVENTOS PROMOVIDOS POR ESTA MUNICIPALIDADE, PELO PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao n° 000008/2017;Exata Eventos LTDA EPP;13.318.058/0003-91;TERMINO DE PRAZO;1908
000155/2017;002834/2017;27/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO ESTIMADO DE MANUTENCAO PREVENTIVA E CORRETIVA E INSTALACAO DE ARES CONDICIONADOS DAS SECRETARIAS MUNICIPAIS, PELO PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao Presencial nº 0000;Maria da penha carari da silva 06857090785;14.120.020/0001-00;TERMINO DE PRAZO;460
000154/2017;002653/2017;26/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Solumed Dist. de Med. e Produtos p Saude LTda Me;11.896.538/0001-42;TERMINO DE PRAZO;5722
000153/2017;002651/2017;26/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Dimaster Com. de Prod. Hosp. Ltda;02.520.829/0001-40;TERMINO DE PRAZO;18780
000152/2017;002654/2017;26/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Hospidrogas Comercio de Produtos Hospitalares Ltda;35.997.345/0001-46;TERMINO DE PRAZO;24148,4
000151/2017;002852/2017;22/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO EVENTUAL DE SERVICOS DE TRANSPORTE DE PESSOAS (ESTUDANTES/PACIENTES/MUNICIPES) ASSISTIDOS POR PROGRAMAS E PROJETOS ASSISTENCIAIS, RESIDENTES NESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Locadora de Veiculos Mello's Ltda;09.196.264/0001-37;TERMINO DE PRAZO;44700
000150/2017;002475/2017;22/06/2017;AQUISICAO ESTIMADA DE APARELHO DE AR CONDICIONADO PARA ATENDER NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES, NO PERIODO DE 12 MESES.;Top One Thousand Comercio EIRELLI - ME;24.207.900/0001-72;TERMINO DE PRAZO;2711
000149/2017;001436/2017;21/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE CRONOMETRAGEM DA CORRIDA DA LARANJA, A SE REALIZAR NO DIA 30 DE JULHO DO CORRENTE ANO.;Elizabeth Santos Rocha MEI;21.670.917/0001-73;TERMINO DE PRAZO;4000
000148/2017;002872/2017;20/06/2017;AQUISICAO ESTIMADA DE MATERIAL HOSPITALAR PARA ATENDIMENTO DO FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO.;Hospidrogas Comercio de Produtos Hospitalares Ltda;35.997.345/0001-46;TERMINO DE PRAZO;6828,7
000147/2017;002872/2017;20/06/2017;AQUISICAO ESTIMADA DE MATERIAL HOSPITALAR PARA ATENDIMENTO DO FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO, conforme especificacoes contidas no Edital de 000015/2016.;M. G. de Oliveira Milhorato ME;02.396.150/0002-72;TERMINO DE PRAZO;420
000146/2017;002872/2017;20/06/2017;AQUISICAO ESTIMADA DE MATERIAL HOSPITALAR PARA ATENDIMENTO DO FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO.;Distrimix Distribuidora de Medicamentos Ltda;01.417.694/0001-20;TERMINO DE PRAZO;6256,2
000145/2017;002872/2017;20/06/2017;PARA AQUISICAO ESTIMADA DE MATERIAL HOSPITALAR PARA ATENDIMENTO DO FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO.;Sogamax Distrib.de Prod. Farmaceuticos Ltda ME;00.857.492/0001-36;TERMINO DE PRAZO;10
000144/2017;002474/2017;19/06/2017;AQUISICAO ESTIMADA DE APARELHO DE AR CONDICIONADO PARA ATENDER NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES, NO PERIODO DE 12 MESES.;C L Costa Comercio e Servicos LTDA ME;17.884.676/0001-98;TERMINO DE PRAZO;2124
000143/2017;002652/2017;19/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Costa Camargo Com. de Produtos Hospitalares Ltda;36.325.157/0001-34;TERMINO DE PRAZO;10565
000142/2017;000138/2017;14/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO PACTUADOS PARA ATENDER AS NECESSIDADES DA FARMACIA BASICA DESTE MUNICIPIO, NO PERIODO DE 12 MESES.;TS FARMA DIST. EIRELI - EPP;21.189.554/0001-59;TERMINO DE PRAZO;549
000141/2017;002788/2017;14/06/2017;AQUISICAO ESTIMADA DE MEDICAMENTOS NAO BASICOS E NAO CONSTANTES NA PADRONIZACAO MUNICIPAL, ESTADUAL E FEDERAL A SEREM DISTRIBUIDOS A PACIENTES CARENTES DESTE MUNICIPIO.;Drogaria Fontoura Ltda EPP;02.149.670/0001-08;TERMINO DE PRAZO;5000
000140/2017;001573/2017;14/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO EVENTUAL DE SERVICOS DE TRANSPORTE DE PESSOAS (ESTUDANTES/PACIENTES/MUNICIPES) ASSISTIDOS POR PROGRAMAS E PROJETOS ASSISTENCIAIS, RESIDENTES NESTE MUNICIPIO, NO PERIODO DE 12 MESES.;Locadora de Veiculos Mello's Ltda;09.196.264/0001-37;TERMINO DE PRAZO;1490
000139/2017;002745/2017;14/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES;Tecnic Hidraulic Ltda Me;15.150.841/0001-52;TERMINO DE PRAZO;2302,95
000138/2017;002115/2016;13/06/2017;AQUISICAO ESTIMADA DE SOLO BRITA PROCESSADO DESTINADO A MANUTENCAO DAS ESTRADAS NAO PAVIMENTADAS DESTE MUNICIPIO.;Mibita Minerios Brasileiros Ltda;27.728.302/0002-18;TERMINO DE PRAZO;21267,5
000137/2017;001024/2017;12/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO ESTIMADO DE MANUTENCAO PREVENTIVA E CORRETIVA E INSTALACAO DE ARES CONDICIONADOS DAS SECRETARIAS MUNICIPAIS, PELO PERIODO DE 12 MESES.;Maria da penha carari da silva 06857090785;14.120.020/0001-00;TERMINO DE PRAZO;749,9
000136/2017;002570/2017;12/06/2017;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE MECANICA DIVERSOS, PARA OS VEICULOS PERTENCENTES A FROTA OFICIAL DESTA SECRETARIA, PARA O PERIODO DE 12 MESES.;Auto Mecanica Andrade Ltda-ME;14.583.473/0001-73;TERMINO DE PRAZO;3030
000135/2017;001431/2017;09/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Cibox Comercio e Servicos LTDA EPP;02.906.841/0001-98;TERMINO DE PRAZO;17495
000134/2017;001431/2017;09/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Made Informatica LTDA;07.900.357/0001-75;TERMINO DE PRAZO;28833
000133/2017;002306/2017;09/06/2017;CONTRATACAO DE EMPRESA  OBJETIVANDO A PRESTACAO DE SERVICOS DE ENGENHARIA EM ATENDIMENTO A SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO, OBRAS PUBLICAS E TRANSPORTES.;Construminas Engenharia e Assessoria Ltda Me;21.676.811/0001-87;TERMINO DE PRAZO;13600
000132/2017;001452/2017;08/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA NA AREA DE ENGENHARIA E ARQUITETURA PARA A PRESTACAO DE SERVICOS TECNICOS DE ELABORACAO DE PROJETOS, CONFORME TERMO DE REFERENCIA, ANAXO I DO EDITAL DE PREGAO PRESENCIAL Nº 35/2017. PARA EXECUCAO DE OBRAS DE INFRAESTRU;PROENGE PROJETOS E CONSULTORIA S/S LTDA;05.371.035/0001-50;TERMINO DE PRAZO;86000
000131/2017;001270/2017;02/06/2017;CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE LINKS DE INTERNET PARA ATENDER AS NECESSIDADES DE TODAS AS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Pablo B. Zucoloto Eireli - ME;08.736.819/0001-23;Vigente;2990
000130/2017;001431/2017;02/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Cibox Comercio e Servicos LTDA EPP;02.906.841/0001-98;TERMINO DE PRAZO;3499
000129/2017;001431/2017;02/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Cibox Comercio e Servicos LTDA EPP;02.906.841/0001-98;TERMINO DE PRAZO;3499
000128/2017;001431/2017;02/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Made Informatica LTDA;07.900.357/0001-75;TERMINO DE PRAZO;20595
000127/2017;001431/2017;02/06/2017;AQUISICAO ESTIMADA DE MICROCOMPUTADORES E IMPRESSORAS MULTIFUNCIONAIS LASER PARA ATENDER AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, NO PERIODO DE 12 MESES.;Made Informatica LTDA;07.900.357/0001-75;TERMINO DE PRAZO;8238
000126/2017;001058/2017;01/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA IMPLANTACAO, LICENCIAMENTO E CUSTOMIZACAO DO SITE E DO PORTAL DA TRANSPARENCIA DESTE MUNICIPIO, PELO PERIODO DE 12 MESES.;ACTCON COMERCIO DE PRODUTOS DE INFORMATICA;07.051.313/0001-18;Vigente;9099,96
000125/2017;001058/2017;01/06/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA IMPLANTACAO, LICENCIAMENTO E CUSTOMIZACAO DO SITE E DO PORTAL DA TRANSPARENCIA DESTE MUNICIPIO, PELO PERIODO DE 12 MESES.;Servidor Servicos de Informatica ltda Me;07.914.579/0001-47;TERMINO DE PRAZO;1834,27
000124/2017;001857/2017;30/05/2017;Locacao de imovel para atendimento a Secretaria Municipal de Assistencia Social, como sede administrativa da gestao do SUAS local.;Josmar Feliciano Tatagiba;***.105.337-**;TERMINO DE PRAZO;6489
000123/2017;000946/2017;26/05/2017;CREDENCIAMENTO DE PESSOAS JURIDICAS PARA PRESTACAO DE SERVICOS DE CONSULTA MEDICA E ATENDIMENTO DE FISIOTERAPIA PARA ATENDER OS USUARIOS DO SISTEMA UNICO DE SAUDE.;Patrick Barbosa Martins ME;23.891.037/0001-52;TERMINO DE PRAZO;43200
000122/2017;001060/2016;23/05/2017;CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICO DE PARTE ELETRICA PARA ATENDER AS SECRETARIAS MUNICIPAIS.;Johny L. Goncalves - ME;07.714.364/0001-82;TERMINO DE PRAZO;1800
